Name,City,Latitude,Longitude,Group,Value
Badger Creek Limited,Bakersfield,35.483736,-119.02985600000001,Natural_gas,46.0
CES Placerita Power Plant,Santa Clarita,34.3801,-118.4999,Natural_gas,69.0
Brush Generation Facility,Brush,40.2415,-103.631,Natural_gas,292.0
Westend Facility,Trona,35.7075,-117.3956,Natural_gas,15.0
ExxonMobil Baton Rouge Turbine Generator,Baton Rouge,30.489721999999997,-91.18722199999999,Natural_gas,78.9
ExxonMobil Baytown Turbine,Baytown,29.759124,-95.009648,Natural_gas,326.0
Graphic Packaging,Kalamazoo,42.306809,-85.578969,Natural_gas,1.5
Kyocera America Project,San Diego,32.819675,-117.140548,Natural_gas,3.8
Selkirk Cogen,Selkirk,42.5744,-73.8592,Natural_gas,360.2
Masspower,Indian Orchard,42.1575,-72.5225,Natural_gas,245.0
Midland Cogeneration Venture,Midland,43.5861,-84.2242,Natural_gas,1859.4
Camden Plant Holdings LLC,Camden,39.9175,-75.1192,Natural_gas,145.0
Rifle Generating Station,Rifle,39.5173,-107.7299,Natural_gas,73.0
Las Vegas Generating Station,North Las Vegas,36.2319,-115.1222,Natural_gas,282.0
E F Oxnard Energy Facility,Oxnard,34.1958,-119.1664,Natural_gas,48.5
Sabine River Works,Orange,30.0552,-93.7579,Natural_gas,507.0
Victoria Texas Plant,Victoria,28.675088,-96.956014,Natural_gas,75.0
Camden South Carolina,Lugoff,34.2338,-80.6558,Natural_gas,17.5
Ogdensburg Power,Ogdensburg,44.7258,-75.4417,Natural_gas,23.0
Kenilworth Energy Facility,Kenilworth,40.6781,-74.2744,Natural_gas,24.5
Ada Cogeneration LP,ADA,42.962672,-85.49407099999999,Natural_gas,30.0
Cargill Corn Milling Division,Eddyville,41.1386,-92.6467,Natural_gas,36.7
Archer Daniels Midland Cedar Rapids,Cedar Rapids,41.9221,-91.6875,Natural_gas,35.0
Archer Daniels Midland Peoria,Peoria,40.677188,-89.604911,Natural_gas,30.0
Hazelton,Hazelton,40.928160999999996,-76.040929,Natural_gas,145.6
Medical Area Total Energy Plant,Boston,42.33685,-71.10815,Natural_gas,60.5
Olive View Medical Center,Sylmar,34.326242,-118.44476999999999,Natural_gas,5.4
Pittsfield Generating LP,Pittsfield,42.4564,-73.2181,Natural_gas,151.4
Chalk Cliff Limited,Bakersfield,35.0968,-119.4299,Natural_gas,46.0
Linden Cogen Plant,Linden,40.6322,-74.2156,Natural_gas,952.3
Corpus Refinery,Corpus Christi,27.8322,-97.5281,Natural_gas,32.0
Plant 31 Paper Mill,West Monroe,32.486787,-92.149597,Natural_gas,32.0
Norton Powerhouse,Worcester,42.309554999999996,-71.80521800000001,Natural_gas,5.6
Houston Chemical Complex Battleground,Houston,29.7314,-95.0839,Natural_gas,263.0
Rice University,Houston,29.721048,-95.39536,Natural_gas,6.9
San Diego State University,San Diego,32.778225,-117.07011399999999,Natural_gas,13.3
Univ of Calif Santa Cruz Cogeneration,Santa Cruz,36.9997,-122.0622,Natural_gas,4.4
Univ of Massachusetts Medical Center,Worcester,42.279015,-71.759772,Natural_gas,12.0
Univ of San Francisco Cogen,San Francisco,37.776559999999996,-122.45187800000001,Natural_gas,1.4
"Vicinity Energy Trenton, L.P.",Trenton,40.2167,-74.7667,Natural_gas,5.8
Paris Energy Center,Paris,33.6968,-95.5577,Natural_gas,236.0
US Borax,Boron,35.0329,-117.70100000000001,Natural_gas,39.0
Hal C Weaver Power Plant,Austin,30.2867,-97.7356,Natural_gas,146.8
Signal Hill Generating LLC,Wichita Falls,33.8625,-98.5894,Natural_gas,76.1
Coalinga Cogeneration,Coalinga,36.1807,-120.3885,Natural_gas,36.0
Sycamore Cogeneration,Bakersfield,35.452577000000005,-118.98531299999999,Natural_gas,300.0
South Oaks Hospital,Amityville,40.6853,-73.4258,Natural_gas,0.5
Newgulf Cogen,NewGulf,29.2639,-95.8997,Natural_gas,69.0
Imperial Savannah LP,Port Wentworth,32.143989000000005,-81.14655,Natural_gas,11.2
Linde Wilmington,Wilmington,33.78856,-118.22939199999999,Natural_gas,27.0
Union Carbide Seadrift Cogen,Seadrift,28.5105,-96.7706,Natural_gas,153.0
Dow St Charles Operations,Taft,29.9861,-90.4414,Natural_gas,270.0
Wichita Plant,Wichita,37.581339,-97.424133,Natural_gas,27.0
Berry Cogen,Taft,35.093046,-119.44361699999999,Natural_gas,35.0
B Braun Medical,Irvine,33.688721,-117.83479299999999,Natural_gas,5.7
US Gypsum Oakfield,Oakfield,43.0647,-78.2972,Natural_gas,4.9
Watson Cogeneration,Carson,33.816646999999996,-118.244841,Natural_gas,398.0
Texas Petrochemicals,Houston,29.6981,-95.2547,Natural_gas,35.0
San Antonio Regional Hospital,Upland,34.1019,-117.6381,Natural_gas,2.7
Purdue University,West Lafayette,40.4172,-86.9122,Natural_gas,37.8
Tenet Hospital,El Paso,31.7697,-106.5014,Natural_gas,2.1
ExxonMobil Santa Ynez Facility,Goleta,34.464819,-120.04436499999998,Natural_gas,49.1
Park 500 Philip Morris USA,Chester,37.3389,-77.2806,Natural_gas,10.5
Archbald Power Station,Archbald,41.485,-75.5406,Natural_gas,43.7
Bethpage Power Plant,Hicksville,40.7469,-73.4994,Natural_gas,184.0
AltaGas Ripon Energy Inc.,Ripon,37.732533000000004,-121.116006,Natural_gas,46.1
University of Oklahoma,Norman,35.2089,-97.4424,Natural_gas,16.8
Standby Generation Plant,Pensacola,30.4736,-87.2361,Natural_gas,13.7
Bunge North America East LLC,Decatur,40.846525,-84.93326400000001,Natural_gas,2.2
Par Sterile Products,Rochester,42.68367,-83.11434,Natural_gas,2.8
Nalco,Naperville,41.800909000000004,-88.197156,Natural_gas,3.7
Mooseheart Power House,Mooseheart,41.8244,-88.3331,Natural_gas,1.8
University of Notre Dame,Notre Dame,41.7094,-86.2367,Natural_gas,15.9
Cornell University Central Heat,Ithaca,42.4428,-76.4764,Natural_gas,30.9
Paxton Creek Cogeneration,Harrisburg,40.2653,-76.8771,Natural_gas,12.0
Newark Bay Cogeneration Partnership LP,Newark,40.7197,-74.13,Natural_gas,120.2
Port Allen (LA),Port Allen,30.476999999999997,-91.211,Natural_gas,7.0
Georgia-Pacific Corp - Nekoosa Mill,Nekoosa,44.3142,-89.8964,Natural_gas,18.7
Pixelle Specialty Solutions LLC - Spring Grove Facility,Spring Grove,39.870934999999996,-76.868117,Natural_gas,17.7
International Paper Savanna Mill,Savannah,32.100353999999996,-81.124248,Natural_gas,71.2
Rutgers Biomedical and Health Cogen,Newark,40.73928,-74.18763299999999,Natural_gas,10.2
Bronx Zoo,New York,40.844114000000005,-73.876888,Natural_gas,3.6
University of Michigan,Ann Arbor,42.281166999999996,-83.734617,Natural_gas,41.5
Indeck Silver Springs Energy Center,Silver Springs,42.6544,-78.0772,Natural_gas,49.8
Indeck Oswego Energy Center,Oswego,43.471745,-76.49347399999999,Natural_gas,49.8
Indeck Yerkes Energy Center,Tonawanda,42.9671,-78.9182,Natural_gas,48.7
Procter & Gamble Cincinnati Plant,Cincinnati,39.175,-84.5042,Natural_gas,11.7
Indeck Corinth Energy Center,Corinth,43.25,-73.8125,Natural_gas,128.8
Procter & Gamble Mehoopany Mill,Mehoopany,41.574259000000005,-76.043233,Natural_gas,104.9
Oxnard,Oxnard,34.196,-119.1667,Natural_gas,70.9
Corpus Christi,Corpus Christi,27.811083,-97.595813,Natural_gas,33.0
Packaging of America Tomahawk Mill,Tomahawk,45.4431,-89.7342,Natural_gas,13.6
Tennessee Eastman Operations,Kingsport,36.5219,-82.5431,Natural_gas,63.0
PPG Powerhouse C,Lake Charles,30.22612,-93.29517299999999,Natural_gas,303.2
PPG Plant C Caustic,Lake Charles,30.226444,-93.29376500000001,Natural_gas,2.7
Axiall Natrium Plant,New Martinsville,39.7475,-80.8547,Natural_gas,115.5
Double C Generation Limited Partnership,Bakersfield,35.5005,-119.046,Natural_gas,46.0
Kern Front Limited,Bakersfield,35.51647,-119.040128,Natural_gas,46.0
High Sierra Limited,Bakersfield,35.509040999999996,-119.030546,Natural_gas,46.0
Capitol District Energy Center,Hartford,41.7639,-72.6925,Natural_gas,51.5
SRI International Cogen Project,Menlo Park,37.455314,-122.172797,Natural_gas,5.6
BP Carson Refinery,Carson,33.8153,-118.2358,Natural_gas,1.5
Harbor Cogen,Wilmington,33.7771,-118.2303,Natural_gas,101.7
Frontier,Oklahoma City,35.439721999999996,-97.625,Natural_gas,111.4
Eagle Point Power Generation,Westville,39.8746,-75.1592,Natural_gas,244.0
Milam Gas Recovery,East St. Lois,38.6603,-90.1317,Natural_gas,2.4
Saint Johns Health Center,Santa Monica,34.030318,-118.47843999999999,Natural_gas,1.0
McKittrick Limited,Bakersfield,35.319503000000005,-119.661992,Natural_gas,46.0
Central Power Plant,Cranston,41.744973,-71.458415,Natural_gas,8.1
Berry Cogen Tanne Hills 18,Maricopa,35.089828999999995,-119.440881,Natural_gas,14.0
Gaviota Oil Plant,Goleta,34.475066999999996,-120.20510700000001,Natural_gas,12.0
ExxonMobil Beaumont Refinery,Beaumont,30.0636,-94.0753,Natural_gas,605.6
Paulsboro Refinery,Paulsboro,39.84,-75.2583,Natural_gas,27.0
Clearwater Paper IPP Lewiston,Lewiston,46.423056,-116.97638899999998,Natural_gas,5.3
Municipal Cogen Plant,Palm Springs,33.8247,-116.5106,Natural_gas,1.2
JM Shafer Generating Station,Ft. Lupton,40.0986,-104.7736,Natural_gas,272.0
BP Naperville Cogeneration Facility,Naperville,41.8108,-88.1486,Natural_gas,7.0
Sterling Power Plant,Sherrill,43.080338,-75.60096300000001,Natural_gas,54.8
Agnews Power Plant,San Jose,37.4058,-121.9272,Natural_gas,31.7
Coalinga Cogeneration Facility,Coalinga,36.170317,-120.364084,Natural_gas,6.4
Southeast Kern River Cogen,Bakersfield,35.4206,-118.9644,Natural_gas,26.8
South Belridge Cogeneration Facility,McKittrick,35.438611,-119.7075,Natural_gas,57.0
Parlin Power Plant,Parlin,40.460716999999995,-74.327161,Natural_gas,114.6
Seminole Mill,Jacksonville,30.4178,-81.5978,Natural_gas,20.0
Optim Energy Altura Cogen LLC,Channelview,29.8161,-95.10773,Natural_gas,537.2
Gramercy Holdings LLC,Gramercy,30.054000000000002,-90.6693,Natural_gas,76.0
PE Berkeley,Berkeley,37.870331,-122.26337,Natural_gas,24.0
OLS Energy Chino,Chino,33.989626,-117.68091100000001,Natural_gas,29.0
CSUCI Site Authority,Camarillo,34.161951,-119.04791599999999,Natural_gas,28.3
Elmwood Park Power LLC,Elmwood Park,40.905337,-74.130448,Natural_gas,70.0
Sargent Canyon Cogeneration,Bakersfield,35.9359,-120.8408,Natural_gas,30.0
Salinas River Cogeneration,San Ardo,35.9515,-120.8679,Natural_gas,33.0
Sagamore Plant Cogeneration,Lafayette,40.4439,-86.86,Natural_gas,7.4
Ford Utilities Center,Albuquerque,35.084078000000005,-106.62519099999999,Natural_gas,12.2
Rhinelander Mill,Rhinelander,45.6394,-89.4205,Natural_gas,4.0
Caterpillar,Lafayette,40.4175,-86.8447,Natural_gas,6.5
Lagoon Cogeneration Facility,Farmington,40.9872,-111.8983,Natural_gas,1.5
Hardee Power Station,Bowling Green,27.6364,-81.9636,Natural_gas,373.0
Saint Francis Hospital,Evanston,42.0242,-87.6847,Natural_gas,1.6
Rousselot Inc,Peabody,42.521747,-70.93865699999999,Natural_gas,6.3
Naval Hospital Medical Center,San Diego,32.7261,-117.1464,Natural_gas,4.4
MU Combined Heat and Power Plant,Columbia,38.9461,-92.3328,Natural_gas,73.8
Tropicana Products Bradent,Bradenton,27.483358000000003,-82.54834100000001,Natural_gas,31.0
Motiva Enterprises Port Arthur Refinery,Port Arthur,29.888462,-93.95098399999999,Natural_gas,239.4
Carr Street Generating Station,East Syracuse,43.06132,-76.08239,Natural_gas,87.0
Solano County Cogen Plant,Fairfield,38.2494,-122.0394,Natural_gas,2.8
Ocean State Power,Harrisville,42.009722,-71.668909,Natural_gas,218.6
LaO Energy Systems,Plaquemine,30.3186,-91.2325,Natural_gas,384.0
Doswell Energy Center,Ashland,37.820805,-77.446246,Natural_gas,1164.8
ITT Cogen Facility,Chicago,41.83442,-87.628465,Natural_gas,7.0
Rhode Island Hospital,Providence,41.8103,-71.41,Natural_gas,10.4
Dartmouth Power Associates LP,Dartmouth,41.6731,-70.9994,Natural_gas,81.7
Vanderbilt University Power Plant,Nashville,36.145896,-86.803833,Natural_gas,17.6
Nassau Energy Corp,Garden City,40.7264,-73.5892,Natural_gas,55.0
Hartford Hospital Cogeneration,Hartford,41.7631,-72.6733,Natural_gas,10.0
Point Comfort Operations,Point Comfort,28.652709,-96.559997,Natural_gas,58.7
Radford Army Ammunition Plant,Radford,37.180440999999995,-80.542767,Natural_gas,22.4
UCLA So Campus Cogen Project,Los Angeles,34.0692,-118.4439,Natural_gas,36.0
McKittrick Cogen,McKittrick,35.3161,-119.6597,Natural_gas,9.6
Lost Hills Cogeneration Plant,Lost Hills,35.666111,-119.766944,Natural_gas,8.1
North Midway Cogen,McKittrick,35.2761,-119.5986,Natural_gas,9.0
Cymric 31X Cogen,McKittrick,35.3639,-119.6592,Natural_gas,5.4
Cymric 6Z Cogen,McKittrick,35.346102,-119.643431,Natural_gas,5.4
Coalinga 6C Cogen,Coalinga,36.2097,-120.3828,Natural_gas,5.4
Taft 26C Cogen,Taft,35.1133,-119.4706,Natural_gas,10.8
Coalinga 25D Cogen,Coalinga,36.1556,-120.3972,Natural_gas,10.8
Elizabeth River Power Station,Chesapeake,36.775,-76.3083,Natural_gas,348.0
Texas City Power Plant,Texas City,29.378697,-94.94382900000001,Natural_gas,451.0
Celanese Acetate LLC,Narrows,37.3439,-80.765,Natural_gas,27.2
Berry Placerita Cogen,Santa Clarita,34.38407,-118.494882,Natural_gas,39.2
Cymric 36W Cogen,McKittrick,35.3633,-119.6756,Natural_gas,10.8
Kern River Eastridge Cogen,Bakersfield,35.4406,-118.9617,Natural_gas,41.6
Richmond Cogen,Richmond,37.9418,-122.3909,Natural_gas,130.4
Freeport Energy,Freeport,28.991289000000002,-95.407481,Natural_gas,517.2
Wasson CO2 Removal Plant,Denver City,33.009944,-102.756945,Natural_gas,17.3
Power Station 4,Texas City,29.378164,-94.92195,Natural_gas,172.0
C P Kelco San Diego Plant,San Diego,32.6947,-117.1436,Natural_gas,27.8
Elkton,Elkton,38.3836,-78.6528,Natural_gas,7.7
West Point (PA),West Point,40.220453000000006,-75.301645,Natural_gas,70.8
International Paper Franklin Mill,Franklin,36.6803,-76.9128,Natural_gas,38.0
Riverbay,New York,40.869972,-73.824437,Natural_gas,38.4
Midway Sunset Cogen,Fellows,35.2269,-119.6294,Natural_gas,219.0
CITGO Refinery Powerhouse,Sulphur,30.1826,-93.3234,Natural_gas,30.8
C R Wing Cogen Plant,Big Spring,32.273178,-101.422386,Natural_gas,212.0
Tesoro Kenai Cogeneration Plant,Kenai,60.677,-151.3815,Natural_gas,8.4
Yuba City Cogen Partners,Yuba City,39.13667,-121.63984599999999,Natural_gas,48.7
Delaware City Plant,Delaware City,39.5871,-75.6343,Natural_gas,130.0
"WestRock Southeast, LLC.",Dublin,32.5036,-82.8443,Natural_gas,40.0
Rensselaer Cogen,Rensselaer,42.625325,-73.749955,Natural_gas,80.4
Lockport Energy Associates LP,Lockport,43.161947,-78.74497099999999,Natural_gas,208.8
University of Illinois Cogen Facility,Chicago,41.8675,-87.6524,Natural_gas,55.7
Pawtucket Power Associates,Pawtucket,41.861531,-71.406856,Natural_gas,60.0
Indeck Olean Energy Center,Olean,42.085944,-78.45425,Natural_gas,78.7
Spruance Operating Services LLC,Richmond,37.4556,-77.4308,Natural_gas,55.0
Mansfield Mill,Mansfield,32.1575,-93.5562,Natural_gas,45.0
International Paper Riverdale Mill,Selma,32.426016,-86.870912,Natural_gas,55.2
Kennedy International Airport Cogen,Jamaica,40.6417,-73.7778,Natural_gas,124.3
Fortistar North Tonawanda,North Tonawanda,43.0483,-78.8539,Natural_gas,59.1
Stony Brook Cogen Plant,Stony Brook,40.916833000000004,-73.129056,Natural_gas,44.5
Mississippi Baptist Medical Center,Jackson,32.3133,-90.1797,Natural_gas,4.0
Franklin Heating Station,Rochester,44.020576,-92.465599,Natural_gas,14.7
Gillette SBMC,Boston,42.3436,-71.0559,Natural_gas,12.2
Erving Paper Mills,Erving,42.5983,-72.3875,Natural_gas,5.9
Pfizer Groton Plant,Groton,41.3315,-72.0786,Natural_gas,32.0
Louisiana Tech University Power Plant,Ruston,32.5256,-92.6497,Natural_gas,6.4
Newman (PA),Philadelphia,40.013993,-75.05283,Natural_gas,1.8
Saint Marys Hospital Power Plant,Rochester,44.09785,-92.479815,Natural_gas,9.9
Akron Recycle Energy Plant,Akron,41.073336,-81.530642,Natural_gas,4.0
March Point Cogeneration,Anacortes,48.4708,-122.56,Natural_gas,120.2
Saguaro Power,Henderson,36.0417,-115.0117,Natural_gas,101.0
Biola University Hybrid,La Mirada,33.906953,-118.01310500000001,Natural_gas,2.2
Archer Daniels Midland Southport,Southport,33.9397,-77.9905,Natural_gas,45.0
Goodyear Beaumont Chemical Plant,Beaumont,29.9728,-94.2142,Natural_gas,29.0
Ocean State Power II,Harrisville,42.0099,-71.6701,Natural_gas,218.6
Westhollow Technology Center,Houston,29.726017,-95.638249,Natural_gas,3.7
Bucknell University,Lewisburg,40.955015,-76.878843,Natural_gas,5.3
Morton Salt Rittman,Rittman,40.9692,-81.7756,Natural_gas,2.5
NRG Energy San Diego,San Diego,32.7149,-117.1689,Natural_gas,1.6
Nevada Cogen Associates 2 Black Mountain,Las Vegas,36.2253,-114.8783,Natural_gas,93.1
Nevada Cogen Assoc#1 GarnetVly,Las Vegas,36.343229,-114.920686,Natural_gas,85.5
Graphic Packaging International Augusta Mill,Augusta,33.328259,-81.953078,Natural_gas,36.5
Orange Cogeneration Facility,Bartow,27.870820000000002,-81.825061,Natural_gas,110.6
University of Colorado,Boulder,40.00759,-105.269204,Natural_gas,31.0
Sinclair Oil Refinery,Sinclair,41.77952,-107.10972,Natural_gas,3.9
Waupun Correctional Central Heating Plt,Waupun,43.6233,-88.7297,Natural_gas,2.0
UW Madison Charter Street Plant,Madison,43.07,-89.4006,Natural_gas,9.7
Western Power & Steam Inc,Bakersfield,35.440539,-119.01286100000002,Natural_gas,19.6
Mulberry Cogeneration Facility,Bartow,27.8489,-81.8775,Natural_gas,115.0
Welport Lease Project,McKittrick,35.354444,-119.6617,Natural_gas,4.0
Dome Project,Fellows,35.220833,-119.583056,Natural_gas,5.0
Los Angeles Refinery Wilmington,Wilmington,33.7686,-118.2867,Natural_gas,6.1
Agrium Kenai Nitrogen Operations,Kenai,60.6732,-151.3784,Natural_gas,12.5
Orlando Cogen LP,Orlando,28.442622999999998,-81.412343,Natural_gas,120.0
Sumas Power Plant,Sumas,48.9905,-122.2733,Natural_gas,125.5
Oroville Cogeneration LP,Oroville,39.492,-121.5628,Natural_gas,7.7
Domino Sugar Arabi Plant,Arabi,29.9468,-90.0018,Natural_gas,7.7
WestRock (IL),Aurora,41.7697,-88.28,Natural_gas,2.9
Formosa Plastics,Baton Rouge,30.4992,-91.1872,Natural_gas,82.0
Village Creek Water Reclamation Facility,Arlington,32.775093,-97.14209,Natural_gas,6.0
Hoffer Plastics,South Elgin,41.998889,-88.302222,Natural_gas,7.2
Ferndale Generating Station,Ferndale,48.828996000000004,-122.68511399999998,Natural_gas,270.0
Hartwell Energy Facility,Hartwell,34.339588,-82.81987099999999,Natural_gas,298.1
Charter Dura-Bar,Woodstock,42.2891,-88.413,Natural_gas,5.4
Sithe Independence Station,Oswego,43.495,-76.4511,Natural_gas,971.0
ExxonMobil Mobile Bay Onshore,Theodore,30.432029999999997,-88.18241,Natural_gas,11.1
Ingredion Incorporated,Bedford Park,41.7775,-87.8233,Natural_gas,8.8
General Mills Inc,Buffalo,42.870968,-78.87554899999999,Natural_gas,3.4
Saranac Facility,Plattsburgh,44.7132,-73.4557,Natural_gas,250.4
Tanner Street Generation,Lowell,42.632124,-71.31323499999999,Natural_gas,75.0
Massena Energy Facility,Massena,44.9503,-74.8928,Natural_gas,81.0
Batavia Power Plant,Batavia,42.9828,-78.1592,Natural_gas,48.8
University of Arizona - Biosphere 2,Oracle,32.578011,-110.852608,Natural_gas,1.6
Warner Lambert,Ann Arbor,42.299332,-83.705318,Natural_gas,2.8
Pratt & Whitney,East Hartford,41.748327,-72.63669300000001,Natural_gas,28.0
Phelps Dodge Refining,El Paso,31.764458,-106.391314,Natural_gas,14.8
American Gypsum Cogeneration,Gypsum,39.648565000000005,-106.949394,Natural_gas,5.2
JCO Oxides Olefins Plant,Port Neeches,29.963502000000002,-93.929737,Natural_gas,61.0
NAEA Lakewood LLC,Lakewood,40.0613,-74.1686,Natural_gas,247.9
Chino Mines,Hurley,32.6956,-108.1225,Natural_gas,50.4
Oyster Creek Unit VIII,Freeport,28.9802,-95.34200000000001,Natural_gas,379.0
Amalgamated Sugar LLC Nampa,Nampa,43.6058,-116.5753,Natural_gas,8.2
York Generation Company LLC,York,39.985640999999994,-76.676158,Natural_gas,46.2
Yuma Cogeneration Associates,Yuma,32.728821999999994,-114.654053,Natural_gas,52.2
Yellowhammer Gas Plant,Coden,30.403538,-88.12833,Natural_gas,3.0
Port Neches Plant,Port Neches,29.978759999999998,-93.952294,Natural_gas,32.0
Goal Line LP,Escondido,33.1185,-117.0995,Natural_gas,49.4
Hermiston Generating Plant,Hermiston,45.8042,-119.37,Natural_gas,464.0
Live Oak Limited,Bakersfield,35.4837,-119.0298,Natural_gas,46.0
NYU Luthern Medical Center,New York City,40.6467,-74.0211,Natural_gas,1.6
University of Iowa Main Power Plant,Iowa City,41.6572,-91.54,Natural_gas,8.0
University of Illinois Abbott Power Plt,Champaign,40.105169000000004,-88.241528,Natural_gas,79.3
Grays Ferry Cogeneration,Philadelphia,39.942219,-75.188069,Natural_gas,170.6
Evanston Township High School,Evanston,42.044038,-87.699556,Natural_gas,2.4
Georgia-Pacific Brewton Mill,Brewton,31.076999999999998,-87.1116,Natural_gas,21.7
CSL Behring LLC,Bradley,41.1603,-87.8542,Natural_gas,3.8
Domino Sugar Baltimore,Baltimore,39.2744,-76.5956,Natural_gas,17.5
Saint Agnes Medical Center,Fresno,36.8347,-119.7667,Natural_gas,5.4
Mead Coated Board,Mahrt,32.1761,-85.0272,Natural_gas,21.0
Milford Power LP,Milford,42.129360999999996,-71.511496,Natural_gas,204.8
New York University Central Plant,New York,40.7899,-73.9233,Natural_gas,12.8
University of Washington Power Plant,Seattle,47.6539,-122.3036,Natural_gas,5.0
Johnson County,Cleburne,32.3994,-97.4078,Natural_gas,267.0
Bristol Myers Squibb New Brunswick,New Brunswick,40.475724,-74.446199,Natural_gas,9.4
Brandywine Power Facility,Brandywine,38.6681,-76.8678,Natural_gas,230.0
Gordonsville Energy LP,Gordonsville,38.124688,-78.20354300000001,Natural_gas,218.0
MMSD Jones Island Wastewater,Milwaukee,43.0214,-87.9014,Natural_gas,13.0
Sun Peak Generating Station,Las Vegas,36.1375,-115.0339,Natural_gas,222.0
Mars Snackfood US,Chicago,41.91708,-87.79218,Natural_gas,3.0
Kamin LLC Wrens Plant,Wrens,33.273835,-82.407813,Natural_gas,5.1
Presence Saint Mary of Nazareth Hospital,Chicago,41.9031,-87.6831,Natural_gas,1.6
DSM Pharmaceuticals,Greenville,35.665960999999996,-77.35744,Natural_gas,3.5
Mass Inst Tech Cntrl Utilities/Cogen Plt,Cambridge,42.360986,-71.093876,Natural_gas,19.0
Martinez Refining,Martinez,38.0169,-122.1117,Natural_gas,80.0
Brooklyn Navy Yard Cogeneration,Brooklyn,40.699357,-73.976392,Natural_gas,250.0
Michigan Power LP,Ludington,43.9375,-86.425,Natural_gas,128.0
Ergon Refining Vicksburg,Vicksburg,32.388271,-90.908344,Natural_gas,4.4
Grand Isle Gas Plant / Treating Station,Grand Isle,29.252062,-89.9721,Natural_gas,8.7
Mondelez Global LLC,Rockford,42.3156,-89.0356,Natural_gas,5.0
Richard J Donovan Correctional Facility,San Diego,32.583571,-116.930907,Natural_gas,2.2
Wellesley College Central Utility Plant,Wellesley,42.293927000000004,-71.308111,Natural_gas,6.7
Univ of Oregon Central Power Station,Eugene,44.048333,-123.073889,Natural_gas,9.0
Deercroft I & II LFGTE,Michigan City,41.6514,-86.9036,Natural_gas,3.2
Cargill Salt,St. Clair,42.8183,-82.4856,Natural_gas,4.2
New Mexico State University,Las Cruces,32.164818,-106.45128100000001,Natural_gas,4.5
Woodridge Greene Valley Treatment Plant,Woodridge,41.74,-88.06,Natural_gas,1.5
Thornwood High School,South Holland,41.5839,-87.6047,Natural_gas,1.4
Thornridge High School,Dolton,41.6225,-87.5978,Natural_gas,1.0
LSP-Cottage Grove LP,Cottage Grove,44.7956,-92.9119,Natural_gas,251.0
LSP-Whitewater LP,Whitewater,42.855463,-88.72991999999999,Natural_gas,261.0
Sweeny Cogen Facility,Old Ocean,29.0728,-95.745,Natural_gas,436.0
Yates Gas Plant,Iraan,30.8847,-101.9208,Natural_gas,5.6
Dighton Power Plant,Dighton,41.8312,-71.1239,Natural_gas,164.0
De Pere Energy Center,De Pere,44.448609999999995,-88.07204,Natural_gas,166.9
Androscoggin Energy Center,Jay,44.506315,-70.242312,Natural_gas,140.5
University of Tennessee Steam Plant,Knoxville,35.949209,-83.92606500000001,Natural_gas,4.5
Opryland USA,Nashville,36.211389000000004,-86.69444399999999,Natural_gas,3.8
Rio Bravo,Albuquerque,35.025999999999996,-106.64399999999999,Natural_gas,138.0
Mid-Georgia Cogeneration Facility,Kathleen,32.4856,-83.6039,Natural_gas,303.0
Berkshire Power,Agawam,42.0476,-72.6478,Natural_gas,229.3
Bridgeport Energy Project,Bridgeport,41.1692,-73.1844,Natural_gas,492.0
Cherokee County Cogen,Gaffney,35.0727,-81.613,Natural_gas,86.0
Packaging Corporation of America Jackson Mill,Jackson,31.4894,-87.8989,Natural_gas,17.8
Pasadena Cogeneration,Pasadena,29.72475,-95.176479,Natural_gas,720.0
Tiverton Power Plant,Tiverton,41.6422,-71.1706,Natural_gas,268.0
Axiall Plaquemine,Plaquemine,30.2586,-91.185,Natural_gas,225.0
Jameson Gas Processing Plant,Silver,32.05,-100.6917,Natural_gas,1.8
Bridgeport Gas Processing Plant,Bridgeport,33.195763,-97.802547,Natural_gas,10.4
Tenaska Georgia Generation Facility,Franklin,33.3516,-84.9996,Natural_gas,945.0
Tenaska Frontier Generation Station,Shiro,30.5924,-95.9178,Natural_gas,860.0
Batesville Generation Facility,Batesville,34.3356,-89.9275,Natural_gas,858.0
Black Hawk Station,Borger,35.6957,-101.36,Natural_gas,224.5
Mustang Station,Denver City,32.9728,-102.7417,Natural_gas,463.5
Maine Independence Station,Veazie,44.8242,-68.7094,Natural_gas,494.0
Pine Bluff Energy Center,Pine Bluff,34.2181,-91.9025,Natural_gas,192.0
Desert Star Energy Center,Boulder City,35.788889000000005,-114.99416699999999,Natural_gas,450.0
Millennium Power,Charlton,42.112291,-72.015113,Natural_gas,334.9
Brownsville Peaking Power,Brownsville,35.5438,-89.198,Natural_gas,456.0
Crockett Cogen Project,Crockett,38.0569,-122.2161,Natural_gas,247.4
Gregory Power Facility,Gregory,27.889290000000003,-97.25841700000001,Natural_gas,366.0
Zeeland Generating Station,Zeeland,42.8206,-85.9975,Natural_gas,840.3
Dearborn Industrial Generation,Dearborn,42.3026,-83.154,Natural_gas,489.0
Taft Cogeneration Facility,Hahnville,29.9888,-90.4599,Natural_gas,738.9
Midlothian Energy Facility,Midlothian,32.4302,-97.0537,Natural_gas,1602.0
Portside Energy,Portage,41.6317,-87.1728,Natural_gas,53.0
Lamar Power Project,Paris,33.6308,-95.59,Natural_gas,1036.0
