Name,City,Latitude,Longitude,Group,Value
Milford Solar Farm (NJ) LLC,Milford Township,40.614955,-75.156486,Solar,7.5
McCullough Road Solar Farm,Washington Township,40.757615,-74.958162,Solar,7.6
Manchester Community College East,Manchester,41.763257,-72.557144,Solar,1.0
Manchester Community College North,Great Path,41.763591999999996,-72.56329000000001,Solar,1.0
AZ State University - Tempe Campus Solar,Tempe,33.424279,-111.92822,Solar,2.4
Northern Preserve Solar,Glen St. Mary,30.2473,-82.226907,Solar,74.5
Washburn Road Solar,Freetown,41.777159000000005,-70.965254,Solar,2.0
SFDK Solar,Vallejo,38.132245000000005,-122.23196499999999,Solar,6.3
Haven Solar Project CSG,Saint Cloud,45.518,-94.12200000000001,Solar,3.0
Happy Hollow CSG Hybrid,Winchendon,42.606995,-72.045291,Solar,5.0
HL Solar,Wendel,40.373000000000005,-120.262,Solar,7.6
DWW Solar ll,Simsbury,41.541596000000006,-72.475018,Solar,36.9
"Pecan Grove Solar, LLC",New Bern,35.067661,-77.18520600000001,Solar,5.0
"1025 Traveller Solar, LLC",Sanford,35.427308000000004,-79.126319,Solar,5.0
"1047 Little Mountain Solar, LLC",Jonesville,36.197067,-80.806725,Solar,3.0
"Ennis Solar, LLC",Lillington,35.421964,-78.721683,Solar,5.0
Gilcrest Solar,Platteville,40.289365999999994,-104.783613,Solar,1.5
Quincy Solar,Watkins,39.63838,-104.56264499999999,Solar,1.5
Novel Solar One CSG LLC,Saint Cloud,45.524659,-94.283419,Solar,3.0
Lafayette Horizon Solar CSG LLC,Lafayette,39.981606,-105.06374699999999,Solar,1.6
Nautilus Goat Island Solar CSG LLC,Burrillville,41.941786,-71.662038,Solar,3.3
Epic Verona,Verona,42.996838000000004,-89.56874499999999,Solar,1.8
IKEA Canton Rooftop PV System,Canton,42.32345,-83.42888,Solar,1.0
Crooked Run,Willard,34.677040000000005,-77.977497,Solar,70.1
Palmetto Plains,Bowman,33.340179,-80.69733599999999,Solar,75.0
Garfield Solar,Garfield Township,40.888632,-74.122229,Solar,3.0
Noland Wastewater Treatment Plant Hybrid,Fayetteville,36.082301,-94.067149,Solar,5.0
Westside Wastewater Treatment Plant Hybrid,Fayetteville,36.04135,-94.140079,Solar,5.0
"TPE Pennsylvania Solar 1, LLC",Ephrata,40.198529,-76.161594,Solar,3.6
American Canyon Solar,American Canyon,38.160858000000005,-122.21401399999999,Solar,3.0
Malech Solar Farm,San Jose,37.228736,-121.738616,Solar,3.1
Hellyer Solar Farm,San Jose,37.286958,-121.81508000000001,Solar,2.2
Guadalupe Solar Farm,San Jose,37.269039,-121.861079,Solar,1.7
Shiloh Hwy Solar,Shiloh,36.27,-76.033,Solar,5.0
Sandy Solar,Shiloh Township,36.33,-76.058,Solar,5.0
Chowan Jehu Solar,Tyner,36.283778000000005,-76.602304,Solar,5.0
CED Northampton Solar LLC,Northampton,42.3057,-72.71064,Solar,4.3
Nationals,Washington,38.874155,-77.006676,Solar,1.0
Burlington Coat Factory Solar,Florence,40.09283,-74.807687,Solar,2.6
DSM Nutritional Products Solar,Township of White,40.836806,-75.065465,Solar,10.0
Mesa CSG 2 Massicotte,Palisade,39.044814,-108.41967199999999,Solar,1.5
Mesa CSG 1 Murdock,Grand Junction,39.108785,-108.64386999999999,Solar,1.5
"Chester Woods Point Solar, LLC CSG",Chester,38.94843,-76.300435,Solar,2.0
Steel Sun 2: 2303-III-9 Hamburg Tpke,Lackawanna,42.818490000000004,-78.855377,Solar,2.0
Steel Sun 2: 2303-III-4 Hamburg Tpke,Lackawanna,42.811146,-78.854217,Solar,2.0
Steel Sun 2: 2303-III-2 Hamburg Tpke,Lackawanna,42.809003000000004,-78.85337,Solar,2.0
Homer Street West,Olean,42.098128,-78.442286,Solar,1.6
Homer Street East,Olean,42.099342,-78.44095,Solar,1.6
MHG Wallingford,Wallingford,43.476875,-72.982687,Solar,2.2
"Solar Star Palo Alto I, LLC",Palo Alto,37.411011,-122.14886399999999,Solar,1.3
Phoenix Solar South Farms LLC Solar Farm,Champaign,40.081738,-88.244498,Solar,4.7
KDC Solar ASGM,Bridgeton,39.409744,-75.21854499999999,Solar,3.8
"MSC-Empire01, LLC",Farmington,44.67413,-93.11627,Solar,1.0
Arcadia Solar,Arcadia,44.243435999999996,-91.458244,Solar,5.0
KDC Solar CSCP LLC,Freehold,40.237803,-74.314421,Solar,3.4
RC Energy AA LLC Solar Facility,Albuquerque,35.152721,-106.54722199999999,Solar,1.0
Greenville CSG,Port Jervis,41.356,-74.622,Solar,2.0
Hopkinton CSG,Hopkinton,42.203492,-71.53153,Solar,2.0
Chester CSG,Chester,41.339,-74.288,Solar,2.0
Carver CSG,Carver,41.905958,-70.810468,Solar,2.0
Westtown CSG,Westtown,41.345,-74.561,Solar,2.0
Richmond Solar Park 3,Richmond,39.839009999999995,-84.825585,Solar,6.7
Wildberry,Moscow,35.058165,-89.368619,Solar,15.0
Ulster County Solar,Kingston,41.961896,-73.981234,Solar,1.4
Hecate Energy Blair Road LLC,Jacksonville,30.285999999999998,-81.834,Solar,4.2
Novel Martin Solar One LLC (McLeod) CSG,Lester Prairie,44.90295,-94.02864,Solar,1.0
Franklin Solar Site,Malone,44.868320000000004,-74.306523,Solar,1.6
Malone Solar Site,Malone,44.870858,-74.307248,Solar,1.1
"Thanksgiving Fire Solar Farm, LLC",Zebulon,35.701,-78.327,Solar,2.0
Sugarhill Road - Solitude Solar CSG,Rexford,42.822571999999994,-73.84853000000001,Solar,5.0
DG AMP Solar Piqua Manier,Piqua,40.13043,-84.25545,Solar,12.6
Winona Solar,Altura,44.124097,-91.900997,Solar,1.0
Wabasha Solar,Wabasha,44.363109,-92.021668,Solar,1.0
Bloomington Solar I,St George,37.043828000000005,-113.627523,Solar,2.0
"Grove Solar, LLC",New Bern,35.164689,-77.120176,Solar,5.0
"RIT Henrietta Solar 1, LLC",Rochester,43.076198,-77.66724,Solar,1.6
"GSPP Devens, LLC",Ayer,42.544219,-71.585965,Solar,2.2
GSPP Terrawatt Westfield LLC CSG,Westfield,42.177501,-72.727023,Solar,3.6
"GSPP  Raynham TMLP, LLC CSG",Raynham,41.930445,-71.06043000000001,Solar,2.3
"Ajax Solar, LLC (MA)",West Bridgewater,42.018945,-71.05856899999999,Solar,3.8
GSPP Held LLC CSG,St. Cloud,45.52677,-94.284745,Solar,3.0
GSPP Imholte CSG,St. Cloud,45.557945000000004,-94.16324,Solar,1.0
Hastings Community Solar Farm,Hastings,40.602,-98.43700000000001,Solar,0.3
Podunk Road CSG,Enfield,42.468059999999994,-76.65289,Solar,2.2
Nextsun Energy Littleton,Littleton,42.551460999999996,-71.510175,Solar,4.0
Garnet Solar (NY),Johnsburg,43.723851,-74.06237800000001,Solar,1.9
Fennimore Solar,Fennimore,42.971000000000004,-90.662,Solar,3.0
New Lisbon Solar,New Lisbon,43.883,-90.13600000000001,Solar,2.5
Cumberland Solar,Cumberland,45.511,-92.025,Solar,2.5
Cashton Solar,Cashton,43.736999999999995,-90.805,Solar,2.0
Forest City Solar,Forest City,43.276,-93.62899999999999,Solar,3.0
Elroy Solar,Mauston,43.732,-90.025,Solar,1.5
St. Charles Solar,St Charles Township,43.976000000000006,-92.03200000000001,Solar,2.0
Gardner - Otter River Road,Gardner,42.603029,-72.039178,Solar,2.5
Amazon Maryland DCA1,Sparrows Point,39.222576000000004,-76.469011,Solar,1.3
Amazon Denver DEN3,Thornton,39.885061,-104.982339,Solar,4.6
McCleskey Cotton,Dawson,31.825063,-84.385575,Solar,1.9
Columbia Bryson,Grovetown,33.429859,-82.19600200000001,Solar,1.4
Bibb Jones,Macon,32.777747,-83.756164,Solar,1.0
Muscogee Public Works,Columbus,32.49375,-84.861326,Solar,1.5
Oil Dri 2 Solar,Ochlocknee,30.991,-84.066,Solar,1.4
Telfair Thompson,McRae-Helena,32.058559,-82.871786,Solar,1.9
Richmond Hayes Solar,Augusta,33.364000000000004,-82.022,Solar,2.3
Troup RC50,Pine Mountain,32.895934999999994,-84.84948299999999,Solar,2.3
Wilkinson DeFore,Gordon,32.879593,-83.320986,Solar,2.3
Freeman Avenue,Andersonville,32.182026,-84.14761999999999,Solar,1.4
GSPP Boxborough Littleton (MA),Boxborough,42.485559,-71.54085500000001,Solar,4.0
Somerville Solar,Somerville,35.224920000000004,-89.35083,Solar,2.3
NorthPark Solar,Millstone,40.257726,-74.441969,Solar,10.6
Milhurst Solar,Manalapan,40.254975,-74.380834,Solar,1.3
Day Four Solar LLC,Wrightstown,40.053000000000004,-74.556,Solar,4.5
Augusta Solar Farm,Newton,41.099995,-74.731032,Solar,2.9
MNCPPC Germantown Solar,Boyds,39.149037,-77.317948,Solar,1.0
Kearsarge Gill,Gill,42.671105,-72.477491,Solar,2.0
Novel Solar Two LLC,St. Cloud,45.529261,-94.29651,Solar,5.0
City of Pratt Solar,Pratt,37.710556,-98.720928,Solar,6.0
Starratt Solar,Jacksonville,30.494360999999998,-81.60055600000001,Solar,5.0
DG AMP 1048 Wadsworth,Wadsworth,41.012786,-81.764344,Solar,6.3
Dickinson Solar,Carlisle,40.1976,-77.2197,Solar,3.0
Griffin Solar,Robinson,31.474114,-97.14121800000001,Solar,5.0
DG Infineum,Linden,40.640209000000006,-74.234881,Solar,2.0
Kimberly-Clark Solar,LaGrange,33.0,-85.03399999999999,Solar,2.3
Novel Brooten Solar CSG,Brooten,45.512612,-95.11354399999999,Solar,1.0
Novel Reber Solar CSG,Albany,45.61,-94.58,Solar,1.0
Novel Historical Society Solar CSG,Sacred Heart,44.787704999999995,-95.36049100000001,Solar,1.0
Desert Star Hybrid,Buckeye,33.145593,-112.659124,Solar,10.0
Syncarpha Blandford Hybrid CSG,Blandford,42.213074,-72.938863,Solar,4.9
Turquoise Liberty Solar,Sparks,39.59,-119.52,Solar,10.0
Grossmont HS Solar Project,El Cajon,32.816542,-116.99958899999999,Solar,1.3
Whitetail Solar 1,Lurgen Township,40.14135,-77.60972,Solar,13.5
Goose Pond Solar,Southwick,42.0077,-72.7807,Solar,4.0
Bluewater CDEC 1,Bluewater,35.24,-107.946,Solar,2.4
Grants CDEC 2,Grants,35.14,-107.821,Solar,4.5
ESA Four Oaks 2 NC LLC,Four Oaks,35.416104,-78.409231,Solar,2.0
"25 Ashdown Road Solar, LLC",Clifton Park,42.8826,-73.87899999999999,Solar,4.0
"RT 52 Walden Solar 1, LLC",Montgomery,41.5841,-74.2163,Solar,5.0
"Ransomville Solar 1, LLC",Ransomville,43.1994,-78.949837,Solar,5.0
"Johnstown Solar 1, LLC",Gloversville,43.0724,-74.3228,Solar,4.0
Green Lake Solar,Interlochen,44.77666,-85.692272,Solar,1.0
TCLP Solar Phase 1,Traverse City,44.77666,-85.692272,Solar,1.0
SCCCD - Clovis Community College,Fresno,36.885463,-119.731899,Solar,1.3
Mars Solar,Bruni,27.421553000000003,-98.834962,Solar,10.0
Gloucester Solar,Gloucester,37.45,-76.45,Solar,19.9
FastSun 18 CSG,La Crescent,43.865428,-91.327513,Solar,1.0
FastSun 13 CSG,Osakis,45.841654999999996,-95.148043,Solar,1.0
FastSun 14 CSG,Eagle Lake,44.178968,-93.865226,Solar,1.0
FastSun 8 CSG,Courtland,44.260517,-94.290757,Solar,1.0
FastSun 3 CSG,Albany,45.617723,-94.486485,Solar,1.0
FastSun 7 CSG,Stewart,44.71922,-94.49411500000001,Solar,1.0
FastSun 5 CSG,La Crescent,43.85946,-91.319564,Solar,1.0
FastSun 1 CSG,Dassel,45.072314,-94.306657,Solar,1.0
Hollygrove CSG,Red Creek,43.26034,-76.7217,Solar,2.0
Guildlerland CSG,Guilderland,42.727288,-74.000814,Solar,2.0
CalCity Solar 1,California City,35.141374,-117.965748,Solar,3.0
Howland CSG,Sandy Creek,43.634809999999995,-76.08921,Solar,2.0
Gifford CSG,Schenectady,42.82395,-74.07086,Solar,2.0
Czub CSG,Schagticoke,42.91408,-73.59598000000001,Solar,2.0
Mereand CSG,Watertown,43.96414,-75.98679,Solar,2.0
Aegis CSG,Canadaigua,42.764688,-77.343879,Solar,2.0
Pearl CSG,Batavia,42.981334999999994,-78.290418,Solar,4.0
SCCCD - Fresno Community College,Fresno,36.76655,-119.79858,Solar,2.2
Kingsville CSG,Kingsville,39.41805,-76.39771999999999,Solar,2.0
Reedley Community College Solar,Reedley,36.60563,-119.4577,Solar,2.6
Upper Marlboro 1 CSG,Upper Marlboro,38.789215999999996,-76.800911,Solar,2.0
Gutenberg Solar,Garysburg,36.486428000000004,-77.534825,Solar,79.9
Eagle Creek,Taft,35.214023,-119.39522,Solar,3.0
Bethlehem Solar,New Scotland,42.601145,-73.887416,Solar,1.7
San Miguel I Solar Energy Center,Las Vegas,35.634570000000004,-105.1784,Solar,10.0
San Miguel II Solar Energy Center,Las Vegas,35.63471,-105.1732,Solar,10.0
White CSG,Baltimore,39.205804,-76.480453,Solar,2.0
Frog Hollow CSG,Ellenville,41.739327,-74.496708,Solar,2.0
Gibbons CSG,Snow Hill,38.115402,-75.214861,Solar,2.0
Riverview Solar,Sterling,40.66583,-103.132442,Solar,1.5
Dover CSG,Dover Plains,41.680879,-73.57656800000001,Solar,2.0
Strauss CSG,Geneva,42.891451,-76.993915,Solar,2.0
Ellsworth I CSG,Mechanicville,42.899313,-73.709799,Solar,2.0
Dakota Community Solar One LLC CSG,Farmington,44.657790000000006,-93.10852,Solar,1.0
Douglas Todd Community Solar One LLC CSG,Osakis,45.843344,-95.15002,Solar,1.0
Meeker Community Solar One LLC CSG,Dassel,45.071059999999996,-94.30718,Solar,1.0
McLeod Community Solar One LLC CSG,Stewart,44.7192,-94.49429,Solar,1.0
Stearns Community Solar One LLC CSG,Albany,45.61804,-94.48595999999999,Solar,1.0
Sherburne Community Solar One LLC CSG,Saint Cloud,45.53199,-94.13578000000001,Solar,1.0
Syncarpha El Rito,El Rito,36.331724,-106.190105,Solar,1.6
Syncarpha Questa,Cerro,36.810668,-105.588421,Solar,1.6
West Street Solar 1 LLC,Gardner,42.595,-72.0446,Solar,5.0
Tippecanoe Solar Power Plant,West Lafayette,40.421141999999996,-86.940157,Solar,1.6
USS Haven Solar LLC CSG,St. Cloud,45.515706,-94.109836,Solar,1.0
USS White Cloud LLC CSG,St. Cloud,45.520790000000005,-94.13041,Solar,1.0
USS Greenhouse Solar LLC CSG,Pine Island,44.238655,-92.67075,Solar,1.0
USS Cheyenne Solar LLC CSG,Chisago City,45.347008,-92.92234300000001,Solar,1.0
USS Turkey Solar LLC CSG,Atwater,45.139302,-94.739521,Solar,1.0
Franklin Solar,Franklin Township,40.72,-75.06,Solar,8.8
Pohatcong Solar Farm,Pohatcong,40.67,-75.16,Solar,8.0
AES Tonawanda Solar LLC,Tonawanda,42.9971,-78.9017,Solar,2.0
Tom Sifers Solar,Fraser,39.959165999999996,-105.846,Solar,1.0
Whiskey Hill Solar,Walden,40.8125,-106.289722,Solar,1.0
Hartmann Project CSG,Saint Cloud,45.493595,-94.113443,Solar,1.0
E. Goenner Project CSG,Clear Lake,45.463956,-94.091014,Solar,1.0
Prawer Project CSG,Clear Lake,45.463678,-94.045078,Solar,1.0
Schwinghamer Project CSG,Albany,45.626942,-94.596082,Solar,1.0
STAG St. Paul Project CSG,Saint Paul,44.885633,-93.026432,Solar,1.0
"TPE Whitney Solar, LLC",Kopperl,32.05,-97.35,Solar,9.9
Monroeville Solar,Monroeville,41.230142,-82.71178499999999,Solar,3.2
Rio Rancho Solar Energy Center,Rio Rancho,35.10476,-106.48236999999999,Solar,10.0
Sayreville Solar Project,Sayreville,40.438,-74.336,Solar,3.1
Imeson Solar,Jscksonville,30.456753000000003,-81.71485600000001,Solar,5.0
"FL Solar 4, LLC",Tallahassee,30.2354,-84.2233,Solar,42.0
"Bergenmand Solar Partners, LLC Mahwah",Mahwah,41.079073,-74.15001099999999,Solar,1.0
CID Solar (CA),Corcoran,36.140764000000004,-119.566896,Solar,2.0
Rafael Solar,Salem,44.859838,-123.00791299999999,Solar,2.2
Case Creek Solar,Woodburn,45.172,-122.912,Solar,2.2
Kale Patch Solar,Gervais,45.083,-122.904,Solar,2.2
Battle Creek Solar,Bennington,42.9133,-73.2142,Solar,2.2
Sheridan School Corporation Solar,Sheridan,40.140278,-86.215278,Solar,0.8
Middleton Solar Park,Middleton,42.581678000000004,-70.998672,Solar,5.0
AGA TAG Solar IV LLC,Leland,34.27355,-78.06444,Solar,4.8
Manheim New Jersey,Bordentown,40.11359,-74.70629,Solar,2.2
Knaggs Brothers Farm,Altamont,42.73035,-73.9691,Solar,1.1
Brookfield Wire Company,Brookfield,42.21694,-72.12208000000001,Solar,0.4
O'Neill Creek Solar,Gaston,45.472,-123.12899999999999,Solar,2.2
Old Court Rd Solar,Woodstock,39.34167,-76.8351,Solar,2.0
Cannon Garden Solar,Faribault,44.24416,-93.26916,Solar,1.0
Francis Scott Key Mall,Frederick,39.38588,-77.40947,Solar,2.1
Altamonte Mall,Altamonte Springs,28.66633,-81.3781,Solar,1.5
Pembroke Lakes Mall,Pembroke Pines,26.0106,-80.3046,Solar,1.4
Short Hills Mall,Short Hills,40.7397,-74.3642,Solar,3.5
AC Power,Delanco Township,40.049778,-74.935167,Solar,1.3
Becton Canaan,North Canaan,42.01,-73.335,Solar,2.5
Penny Hill Solar,Greenville,35.759,-77.513,Solar,2.0
"Meeks Solar, LLC",Robersonville,35.815556,-77.291111,Solar,2.0
"Strider Solar, LLC",Asheboro,35.6,-79.79,Solar,5.0
"Woodsdale Farm, LLC",Roxboro,36.464,-78.95,Solar,2.0
Mtn. Solar 1,Watkins,39.777621,-104.58591,Solar,1.5
Mtn. Solar 2,Watkins,39.766771999999996,-104.59054,Solar,1.5
CO LI CSG 1 - Kamerra,Watkins,39.784879,-104.583391,Solar,1.5
Barneveld Solar,Barneveld,43.251388,-75.177222,Solar,1.0
"AES Kekaha Solar, LLC",Kekaha,22.0006,-159.7621,Solar,14.0
DG Amaze ACY1,West Deptford,39.822945000000004,-75.21629300000001,Solar,3.8
Brass Mill Center,Waterbury,41.5489,-73.0245,Solar,4.2
White Marsh Mall,Baltimore,39.37614,-76.46813,Solar,1.1
Natick Mall,Natick,42.3009,-71.3843,Solar,2.2
Grand Prix Solar,Mt. Kisco,41.21125,-73.72251999999999,Solar,1.9
100 Brook Hill Drive Solar,West Nyack,41.09305,-73.9828,Solar,1.5
"Cottonwood Solar, LLC",Garysburg,36.50806,-77.61444,Solar,3.0
Parking Lot Array,Cincinnati,39.141852,-84.51074,Solar,1.4
"232 Long Branch 29 Solar I, LLC",Shelby,35.23222,-81.559722,Solar,2.0
Hobart & William Smith College Gates Rd.,Geneva,42.86228,-77.05058000000001,Solar,0.5
"Barrette Outdoor Living, Inc.",Egg Harbor City,39.4877,-74.60035,Solar,0.4
"Harvest Beulaville, LLC",Beulaville,34.903890000000004,-77.78416700000001,Solar,2.0
Garrett Solar,Lakeview,42.16,-120.4,Solar,10.0
Alticor Inc - Solar Project,Buena Park,33.878585,-117.99608,Solar,1.1
Bluefin Origination 1,Brandywine,38.73169,-76.82843000000001,Solar,2.0
Camp Atterbury Microgrid,Edinburgh,39.3617,-86.025,Solar,2.0
"Aulander Hwy 42 Solar, LLC",Aulander,36.248563,-77.085241,Solar,5.0
Starvation,No city,43.50222,-119.14851999999999,Solar,9.9
"Cubera Solar, LLC",No city,35.330022,-78.610091,Solar,2.0
Porcher CSG,No city,44.278999999999996,-92.389,Solar,0.9
OE_AZ1,No city,33.776666999999996,-113.65611100000001,Solar,32.5
OE_GA3,No city,31.196184999999996,-84.147539,Solar,57.5
Allied Beverages Elizabeth,No city,40.665678,-74.175226,Solar,3.2
Ticket Network South Windsor,No city,41.821518,-72.50738299999999,Solar,1.0
Chanel Piscataway Rooftop,No city,40.550342,-74.482969,Solar,1.4
Colonial Pipeline Allentown Chesterfield,No city,40.152302,-74.657754,Solar,1.9
Colonial Pipeline Woodbury West Deptford,No city,39.817319,-75.196874,Solar,3.7
Corbin Russwin Phase 3 Berlin,No city,41.642322,-72.74090699999999,Solar,1.0
Medline Ind. Phase 2 Tracy,No city,37.734761,-121.508945,Solar,1.0
Niagara Bottling Stockton,No city,37.894816999999996,-121.24891000000001,Solar,1.0
435A Bergen Avenue,No city,40.751938,-74.131258,Solar,1.4
"GSPP Gilman, LLC",No city,44.414773,-71.714483,Solar,2.1
Riley Road LLC,No city,41.469132,-74.078372,Solar,4.0
GSSP Schneider LLC,No city,45.529534999999996,-94.297452,Solar,5.0
Hope Solar Farm LLC,No city,42.726428000000006,-73.602129,Solar,2.0
Catlin Solar 1 LLC,No city,42.285942,-76.953981,Solar,4.0
Saratoga Solar LLC,No city,43.07377,-73.903954,Solar,5.0
CP Middletown Solar I LLC,No city,41.548826,-72.706877,Solar,1.0
CP Middletown Solar II LLC,No city,41.548826,-72.706877,Solar,1.0
Phelan Pinon Hills CSD Solar,No city,34.57654,-117.58281000000001,Solar,1.1
Mtn. Solar 3 CSG,No city,40.280904,-103.61910999999999,Solar,1.5
"Railroad Solar Farm, LLC",No city,34.68056,-79.185,Solar,4.1
"ATOOD Solar IV, LLC",No city,34.27532,-78.061015,Solar,5.0
Castaic Lake Phase II,No city,34.433332,-118.51083700000001,Solar,3.5
Shelby Solar Array,No city,40.896042,-82.672395,Solar,1.9
City of Rio Rancho WWTP,No city,35.179889,-106.806583,Solar,1.2
DEC Phase II at Georgetown,No city,38.664989,-75.39944399999999,Solar,3.0
Kearsarge Amesbury,No city,42.837376,-70.938673,Solar,3.3
Stearns Solar I,No city,45.650158000000005,-94.557542,Solar,1.0
Olinda Trail Solar,No city,45.31593,-92.80411,Solar,1.0
New Munich Solar,No city,45.654086,-94.75565,Solar,1.0
Clara City Solar,No city,44.94664,-95.35023699999999,Solar,1.0
Thermo Fisher,No city,40.5737,-74.62947,Solar,1.5
Pearl II,No city,42.981336,-78.290419,Solar,2.0
Macedon,No city,43.058633,-77.34604200000001,Solar,2.0
Whittier,No city,43.150002,-77.861396,Solar,2.0
Williamson,No city,43.234140999999994,-77.152213,Solar,2.0
Bennett,No city,42.93600000000001,-77.472,Solar,1.4
LTMUA,No city,39.00776,-74.93556,Solar,1.0
Tickle Creek Solar,No city,45.375,-122.265,Solar,1.9
Thomas Creek Solar,No city,45.131407,-122.619475,Solar,2.3
Lang Solar Farm,No city,35.19587,-77.502759,Solar,5.0
Chenango Solar,No city,42.198167,-75.92728199999999,Solar,4.9
Malmedal Solar Garden,No city,45.65736,-95.51856,Solar,1.0
Wollan Garden Solar,No city,44.299859999999995,-95.53187,Solar,1.0
RE-VFO LLC,No city,36.353675,-119.400823,Solar,1.0
Selective Insurance,No city,41.152221999999995,-74.744444,Solar,2.2
Bonefish Solar,No city,33.720936,-80.190821,Solar,2.0
Roberds Garden CSG,No city,44.299459999999996,-93.239088,Solar,1.0
Clear Garden CSG,No city,44.035361,-93.49489399999999,Solar,1.0
D'Arrigo Brothers - Phase 4,No city,36.616,-121.63600000000001,Solar,1.7
PSREC/SIAD Solar,No city,40.150059999999996,-120.123352,Solar,2.1
Frederick County - Landfill,No city,39.373263,-77.34985,Solar,2.0
Calabro Airport North Solar Project,No city,40.8224,-72.875,Solar,1.3
Calabro Airport South Solar Project,No city,40.81152,-72.85705300000001,Solar,1.2
Cherry Blossom Solar LLC,No city,33.762184999999995,-79.458012,Solar,10.0
Mohonasen Central School District,No city,42.767228,-73.956847,Solar,1.1
Wor-Wic Community College - Offsite,No city,38.413274,-75.690118,Solar,2.0
Moonlight Packing - Phase 2,No city,36.585794,-119.469986,Solar,1.4
California City,No city,35.157,-117.98100000000001,Solar,1.9
Spruce - WCMD - Rubble II,No city,39.62143,-77.82543000000001,Solar,2.0
Spruce - WCMD - Rubble I,No city,39.61849,-77.82332,Solar,2.0
Spruce - WCMD - Creek,No city,39.67185,-77.82329,Solar,2.0
Snake River,Nome,64.50533100000001,-165.429814,Wind,2.6
Lamar Plant,Lamar,38.033327,-102.537915,Wind,5.5
Medicine Bow,Medicine Bow,41.835278,-106.242778,Wind,6.1
Geneseo,Geneseo,41.451494,-90.148547,Wind,3.0
Osage (IA),Osage,43.279722,-92.810556,Wind,0.5
Mountain Lake,Mountain Lake,43.9405,-94.9434,Wind,1.2
Willmar,Willmar,45.121705,-95.053236,Wind,4.0
Worthington,Worthington,43.63349,-95.609234,Wind,5.6
Lon Wright,Fremont,41.4281,-96.4623,Wind,40.9
Kotzebue Hybrid,Kotzebue,66.837778,-162.556944,Wind,4.5
Searsburg Wind Turbine,Searsburg,42.8625,-72.9628,Wind,5.2
Princeton Wind Farm,Princeton,42.4789,-71.9,Wind,3.0
Solano Wind,Rio Vista,38.116415,-121.76903100000001,Wind,228.1
Springview,Springview,42.825790000000005,-99.777467,Wind,3.0
Moorhead Wind Turbine,Moorhead,46.895,-96.7347,Wind,1.4
Wind Turbine,Casco,44.6694,-87.6333,Wind,0.8
Buffalo Mountain,Oliver Springs,36.120994,-84.33873299999999,Wind,2.1
Nine Canyon,Kennewick,46.0958,-119.0964,Wind,95.0
Salt Valley Wind Plant,Lincoln,40.9044,-96.6231,Wind,1.4
Iowa Distributed Wind Generation Project,Algona,43.034721999999995,-94.140556,Wind,2.3
Chamberlain Wind Project,Chamberlain,43.848529,-99.24757,Wind,2.6
Dinosaur Point,Los Banos,37.0478,-121.1708,Wind,17.0
Tehachapi Wind Resource I,Tehachapi,35.060556,-118.38972199999999,Wind,8.7
Cameron Ridge LLC,Mojave,35.075,-118.3158,Wind,59.6
Ridgetop Energy LLC,Mojave,35.0697,-118.3167,Wind,29.0
Karen Avenue Wind Farm,North Palm Springs,33.92194,-116.56222,Wind,11.7
Deer Island Treatment Plant,Winthrop,42.353333,-70.962778,Wind,1.2
Wintec Energy Ltd,Palm Springs,33.9131,-116.5631,Wind,5.9
San Gorgonio Farms Wind Farm,Whitewater,33.926111,-116.615,Wind,31.0
Windland,Mojave,35.0522,-118.3581,Wind,15.3
Altech III,North Palm Springs,33.915023,-116.55506399999999,Wind,25.1
Victory Garden (Tehachapi),Tehachapi,35.0686,-118.3833,Wind,18.8
Mesa Wind Power Corp,North Palm Springs,33.9461,-116.6769,Wind,29.9
Sky River LLC,Tehachapi,35.2608,-118.2469,Wind,76.9
GPS Cabazon Wind LLC,North Palm Springs,33.914986,-116.71026,Wind,38.9
Edom Hills Project 1 LLC,Cathedral City,33.881667,-116.460278,Wind,20.0
San Gorgonio Westwinds II LLC,North Palm Springs,33.934,-116.5781,Wind,43.4
Oak Creek Energy Systems I,Mojave,35.043889,-118.27638799999998,Wind,34.5
East Winds Project,Palm Springs,33.890913,-116.54151499999999,Wind,3.0
Mojave 16,Mojave,35.045,-118.2642,Wind,48.0
Mojave 18,Mojave,35.046,-118.2757,Wind,40.5
Mojave 4,Mojave,35.0506,-118.2572,Wind,24.3
Mojave 3,Mojave,35.068000000000005,-118.2898,Wind,22.7
Mojave 5,Mojave,35.076,-118.2487,Wind,20.0
85 A,Tehachapi,35.1011,-118.3372,Wind,14.1
85 B,Tehachapi,35.1011,-118.3372,Wind,21.2
Helzel & Schwarzhoff 88 Wind Farm,Tehachapi,35.0908,-118.3936,Wind,1.8
Coram Energy LLC (ECT),Tehachapi,35.0583,-118.3417,Wind,7.5
Coram Energy LLC,Tehachapi,35.075,-118.3417,Wind,3.0
CTV Power Purchase Contract Trust,Tehachapi,35.0583,-118.3083,Wind,4.6
EDF Renewable Windfarm V Inc,Birds Landing,38.1167,-121.8333,Wind,15.5
San Gorgonio Windplant WPP1993,North Palm Springs,33.918395000000004,-116.57390600000001,Wind,49.5
TPC Windfarms LLC,Mojave,35.05,-118.2572,Wind,28.7
Swanmill Windfarm I,North Palm Springs,33.942,-116.661,Wind,18.7
Difwind Farms Ltd VI,Mojave,35.0506,-118.1714,Wind,25.3
